,critic_name,critic_org,critic_cn,movie_name,director,movie_year
1753,Chadi Zeneddine,Doha Film Institute,(Qatar),4. Amélie,"Jean-Pierre Jeunet,",2001
1754,Chadi Zeneddine,Doha Film Institute,(Qatar),5. Spirited Away,"Hayao Miyazaki,",2001
1755,Chadi Zeneddine,Doha Film Institute,(Qatar),6. Brokeback Mountain,"Ang Lee,",2005
1756,Chadi Zeneddine,Doha Film Institute,(Qatar),7. Talk to Her,"Pedro Almodóvar,",2002
1757,Chadi Zeneddine,Doha Film Institute,(Qatar),8. Mulholland Drive,"David Lynch,",2001
1758,Chadi Zeneddine,Doha Film Institute,(Qatar),9. Eternal Sunshine of the Spotless Mind,"Michel Gondry,",2004
1759,Chadi Zeneddine,Doha Film Institute,(Qatar),10. Amour,"Michael Haneke,",2012
1760,Raymond Zhou,China Daily,(China),"1. Spring, Summer, Fall, Winter…and Spring","Kim Ki-duk,",2003
1761,Raymond Zhou,China Daily,(China),2. The Hours,"Stephen Daldry,",2002
1762,Raymond Zhou,China Daily,(China),3. The Sun Also Rises,"Jiang Wen,",2007
1763,Raymond Zhou,China Daily,(China),4. A Separation,"Asghar Farhadi,",2011
1764,Raymond Zhou,China Daily,(China),"5. Lust, Caution","Ang Lee,",2007
1765,Raymond Zhou,China Daily,(China),6. The Lives of Others,"Florian Henckel von Donnersmarck,",2006
1766,Raymond Zhou,China Daily,(China),7. Still Life,"Jia Zhangke,",2006
1767,Raymond Zhou,China Daily,(China),8. Birdman,"Alejandro González Iñárritu,",2014
1768,Raymond Zhou,China Daily,(China),9. Infernal Affairs,"Alan Mak,",2002
1768,Raymond Zhou,China Daily,(China),9. Infernal Affairs,"Andrew Lau,",2002
1769,Raymond Zhou,China Daily,(China),10. City of God,"Fernando Meirelles,",2002
1769,Raymond Zhou,China Daily,(China),10. City of God,"Kátia Lund,",2002
